product_id,product_name,category,machine_type,brand,model_compatibility,unit_cost,unit_price,margin_percentage,gst_rate,weight_kg,dimensions_cm,material_type,warranty_months,reorder_level_product,safety_stock_product,max_stock_level,lead_time_days,criticality_level,usage_frequency,uom,last_purchase_price,last_purchase_date,branch_id,opening_stock,reorder_level_inventory,safety_stock_inventory,max_stock,current_stock,warehouse_bin,total_quantity_sold,total_sales_value,stock_to_sales_ratio,average_selling_price,stock_to_max_ratio,unit_margin,inventory_cost_value,inventory_retail_value,demand_level,overstock_flag,last_purchase_date_year,last_purchase_date_month,last_purchase_date_month_name,last_purchase_date_quarter,missing_value_count,data_completeness_percentage
P025,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,28.662420382165603,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,2025-04-27,PUN001,191,68,45,300,110083,A15,45598,422374274.0,2.4142067634545374,9263.0,366.9433333333333,2250,616464800,864151550,Medium Demand,Overstock,2025,4,April,2,0,100.0
P025,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,28.662420382165603,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,2025-04-27,CHN001,300,112,85,564,110058,B12,45598,422374274.0,2.4136584937935877,9263.0,195.13829787234042,2250,616324800,863955300,Medium Demand,Overstock,2025,4,April,2,0,100.0
P025,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,28.662420382165603,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,2025-04-27,HYD001,83,26,21,133,113613,B16,45598,422374274.0,2.4916224395806834,9263.0,854.2330827067669,2250,636232800,891862050,Medium Demand,Overstock,2025,4,April,2,0,100.0
P025,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,28.662420382165603,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,2025-04-27,KOL001,290,113,84,499,110579,C08,45598,422374274.0,2.425084433527786,9263.0,221.6012024048096,2250,619242400,868045150,Medium Demand,Overstock,2025,4,April,2,0,100.0
P025,Cabin Glass CG-20,Cabin,Excavator,JCB,JCB 3DX,5600,7850,28.662420382165603,18,8.0,120x5x2,glass,6,12,6,40,14,Medium,Low,piece,5400,2025-04-27,AHM001,165,64,44,328,97512,F08,45598,422374274.0,2.1385148471424187,9263.0,297.2926829268293,2250,546067200,765469200,Medium Demand,Overstock,2025,4,April,2,0,100.0
P026,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,41.935483870967744,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,2020-04-02,DEL001,96,28,22,186,103678,C13,44844,16403935.2,2.311970386227812,365.8,557.4086021505376,130,18662040,32140180,Low Demand,Overstock,2020,4,April,2,0,100.0
P026,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,41.935483870967744,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,2020-04-02,PUN001,112,36,33,189,105190,B09,44844,16403935.2,2.3456872714298456,365.8,556.5608465608466,130,18934200,32608900,Low Demand,Overstock,2020,4,April,2,0,100.0
P026,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,41.935483870967744,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,2020-04-02,CHN001,113,36,33,181,108895,A03,44844,16403935.2,2.4283070198911783,365.8,601.6298342541437,130,19601100,33757450,Low Demand,Overstock,2020,4,April,2,0,100.0
P026,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,41.935483870967744,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,2020-04-02,HYD001,203,75,54,314,108348,E17,44844,16403935.2,2.4161091784854163,365.8,345.05732484076435,130,19502640,33587880,Low Demand,Overstock,2020,4,April,2,0,100.0
P026,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,41.935483870967744,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,2020-04-02,KOL001,240,74,59,445,101412,A06,44844,16403935.2,2.2614396574792615,365.8,227.89213483146068,130,18254160,31437720,Low Demand,Overstock,2020,4,April,2,0,100.0
P026,Grease Cartridge GC-5,Lubricants,All,Generic,All Models,180,310,41.935483870967744,18,0.45,25x6x6,synthetic,3,200,100,500,4,Low,High,cartridge,170,2020-04-02,AHM001,263,89,65,445,103793,E03,44844,16403935.2,2.3145348318615646,365.8,233.24269662921347,130,18682740,32175830,Low Demand,Overstock,2020,4,April,2,0,100.0
P027,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,45.83333333333333,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,2021-09-14,DEL001,98,31,26,193,106775,C04,45678,25872019.2,2.337558562108674,566.4,553.2383419689119,220,27761500,51252000,Medium Demand,Overstock,2021,9,September,3,0,100.0
P027,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,45.83333333333333,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,2021-09-14,PUN001,214,70,58,376,112683,C02,45678,25872019.2,2.466898725863654,566.4,299.68882978723406,220,29297580,54087840,Medium Demand,Overstock,2021,9,September,3,0,100.0
P027,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,45.83333333333333,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,2021-09-14,CHN001,84,33,19,133,97973,F12,45678,25872019.2,2.144861859100661,566.4,736.6390977443609,220,25472980,47027040,Medium Demand,Overstock,2021,9,September,3,0,100.0
P027,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,45.83333333333333,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,2021-09-14,HYD001,123,46,29,211,104746,B02,45678,25872019.2,2.2931389290249133,566.4,496.4265402843602,220,27233960,50278080,Medium Demand,Overstock,2021,9,September,3,0,100.0
P027,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,45.83333333333333,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,2021-09-14,KOL001,210,79,54,385,100477,F20,45678,25872019.2,2.1996803712947153,566.4,260.9792207792208,220,26124020,48228960,Medium Demand,Overstock,2021,9,September,3,0,100.0
P027,O-Ring Set OR-50,Seals,All,Generic,All Models,260,480,45.83333333333333,18,0.2,8x8x4,rubber,3,150,80,400,5,Low,High,set,250,2021-09-14,AHM001,151,51,33,294,108337,F10,45678,25872019.2,2.371754455098735,566.4,368.49319727891157,220,28167620,52001760,Medium Demand,Overstock,2021,9,September,3,0,100.0
P028,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,35.55555555555556,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,2022-02-18,DEL001,207,81,58,353,106744,C01,46164,122565420.0,2.3122779655142534,2655.0,302.39093484419266,800,154778800,240174000,Medium Demand,Overstock,2022,2,February,1,0,100.0
P028,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,35.55555555555556,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,2022-02-18,PUN001,279,100,56,522,105401,B17,46164,122565420.0,2.283186032406204,2655.0,201.9176245210728,800,152831450,237152250,Medium Demand,Overstock,2022,2,February,1,0,100.0
P028,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,35.55555555555556,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,2022-02-18,CHN001,120,43,29,198,103464,E04,46164,122565420.0,2.2412269300753835,2655.0,522.5454545454545,800,150022800,232794000,Medium Demand,Overstock,2022,2,February,1,0,100.0
P028,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,35.55555555555556,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,2022-02-18,HYD001,129,47,37,199,102248,E08,46164,122565420.0,2.2148860584004852,2655.0,513.8090452261307,800,148259600,230058000,Medium Demand,Overstock,2022,2,February,1,0,100.0
P028,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,35.55555555555556,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,2022-02-18,KOL001,254,76,75,437,104851,B09,46164,122565420.0,2.2712719868295643,2655.0,239.93363844393593,800,152033950,235914750,Medium Demand,Overstock,2022,2,February,1,0,100.0
P028,Light Assembly LA-18,Electrical,Loader,Generic,JCB 3DX,1450,2250,35.55555555555556,18,1.4,22x16x14,plastic,6,40,20,100,9,Medium,Medium,piece,1380,2022-02-18,AHM001,212,78,57,368,101538,F04,46164,122565420.0,2.1995061086560956,2655.0,275.91847826086956,800,147230100,228460500,Medium Demand,Overstock,2022,2,February,1,0,100.0
P029,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,30.37974683544304,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,2023-01-09,DEL001,98,33,27,174,108622,E17,47066,219374626.0,2.307865550503548,4661.0,624.264367816092,1200,298710500,429056900,High Demand,Overstock,2023,1,January,1,0,100.0
P029,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,30.37974683544304,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,2023-01-09,PUN001,115,40,28,225,109429,C10,47066,219374626.0,2.325011685717928,4661.0,486.3511111111111,1200,300929750,432244550,High Demand,Overstock,2023,1,January,1,0,100.0
P029,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,30.37974683544304,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,2023-01-09,CHN001,97,33,27,173,101572,F11,47066,219374626.0,2.1580758934262523,4661.0,587.121387283237,1200,279323000,401209400,High Demand,Overstock,2023,1,January,1,0,100.0
P029,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,30.37974683544304,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,2023-01-09,HYD001,192,76,55,324,112739,F08,47066,219374626.0,2.395338460884715,4661.0,347.9598765432099,1200,310032250,445319050,High Demand,Overstock,2023,1,January,1,0,100.0
P029,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,30.37974683544304,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,2023-01-09,KOL001,150,57,40,299,105010,F06,47066,219374626.0,2.2311222538562867,4661.0,351.2040133779264,1200,288777500,414789500,High Demand,Overstock,2023,1,January,1,0,100.0
P029,Pressure Sensor PS-90,Sensors,Excavator,CAT,CAT 320D,2750,3950,30.37974683544304,18,0.6,10x8x6,steel,6,25,12,60,8,Medium,Medium,piece,2650,2023-01-09,AHM001,140,49,40,267,97606,D10,47066,219374626.0,2.0738112437853227,4661.0,365.5655430711611,1200,268416500,385543700,High Demand,Overstock,2023,1,January,1,0,100.0
P030,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,25.11415525114155,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,2024-08-21,DEL001,184,64,53,336,103131,E17,45897,1286584704.0,2.2470096084711417,28032.0,306.9375,5500,1691348400,2258568900,Medium Demand,Overstock,2024,8,August,3,0,100.0
P030,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,25.11415525114155,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,2024-08-21,PUN001,147,52,35,283,112388,A05,45897,1286584704.0,2.4487003507854546,28032.0,397.13074204947,5500,1843163200,2461297200,Medium Demand,Overstock,2024,8,August,3,0,100.0
P030,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,25.11415525114155,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,2024-08-21,CHN001,125,46,28,246,105447,F19,45897,1286584704.0,2.2974704229034577,28032.0,428.6463414634146,5500,1729330800,2309289300,Medium Demand,Overstock,2024,8,August,3,0,100.0
P030,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,25.11415525114155,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,2024-08-21,HYD001,162,53,40,268,104611,D14,45897,1286584704.0,2.2792557247750396,28032.0,390.339552238806,5500,1715620400,2290980900,Medium Demand,Overstock,2024,8,August,3,0,100.0
P030,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,25.11415525114155,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,2024-08-21,KOL001,199,73,43,365,103465,C10,45897,1286584704.0,2.2542867725559406,28032.0,283.4657534246575,5500,1696826000,2265883500,Medium Demand,Overstock,2024,8,August,3,0,100.0
P030,Fuel Pump FP-350,Engine,Excavator,Volvo,Volvo EC210,16400,21900,25.11415525114155,28,6.8,30x18x18,alloy,12,10,5,25,18,High,Medium,piece,16000,2024-08-21,AHM001,134,46,40,231,103248,D06,45897,1286584704.0,2.249558794692464,28032.0,446.961038961039,5500,1693267200,2261131200,Medium Demand,Overstock,2024,8,August,3,0,100.0
