customer_id,customer_type,industry_segment,city,state,region,customer_rating,total_orders,total_revenue,first_purchase_date,last_purchase_date,customer_lifetime_days,customer_lifetime_years,annual_customer_value,estimated_3_year_clv,clv_segment
C0218,Fleet Owner,Construction,Nagpur,Maharashtra,West,5,45,43621310,2019-02-02,2024-10-16,2083,5.71,7643676.5,22931029.5,Low CLV
C0386,Retail,Construction,Delhi,Delhi,North,4,38,42278620,2019-04-23,2024-11-04,2022,5.54,7631897.28,22895691.84,Low CLV
C0011,Retail,Infrastructure,Vadodara,Gujarat,West,4,41,44933810,2019-01-03,2024-11-22,2150,5.89,7628297.98,22884893.93,Low CLV
C0323,Government,Manufacturing,Ahmedabad,Gujarat,West,2,40,45380540,2019-01-11,2024-12-22,2172,5.95,7626103.64,22878310.91,Low CLV
C0159,Dealer,Construction,Chennai,Tamil Nadu,South,3,36,44984320,2019-02-02,2024-12-26,2154,5.9,7622691.18,22868073.54,Low CLV
C0400,Government,Infrastructure,Delhi,Delhi,North,5,38,42250310,2019-04-06,2024-10-23,2027,5.55,7607973.93,22823921.78,Low CLV
C0432,Fleet Owner,Mining,Hyderabad,Telangana,South,3,41,43308880,2019-01-26,2024-10-04,2078,5.69,7607190.18,22821570.55,Low CLV
C0446,Retail,Logistics,Visakhapatnam,Andhra Pradesh,South,1,36,43391360,2019-02-03,2024-10-16,2082,5.7,7607034.77,22821104.32,Low CLV
C0287,Dealer,Manufacturing,Chennai,Tamil Nadu,South,4,36,43261120,2019-03-22,2024-11-27,2077,5.69,7602459.7,22807379.1,Low CLV
C0043,Corporate,Construction,Chennai,Tamil Nadu,South,4,37,39495710,2019-04-04,2024-06-14,1898,5.2,7595328.85,22785986.54,Low CLV
C0412,Corporate,Infrastructure,Kolkata,West Bengal,East,3,37,38694470,2019-04-20,2024-05-28,1865,5.11,7572912.36,22718737.08,Low CLV
C0252,Retail,Construction,Chennai,Tamil Nadu,South,2,38,39885550,2019-08-03,2024-11-07,1923,5.27,7570580.21,22711740.64,Low CLV
C0299,Retail,Logistics,Bengaluru,Karnataka,South,1,37,42381340,2019-01-24,2024-08-30,2045,5.6,7564395.65,22693186.94,Low CLV
C0114,Retail,Mining,Kolkata,West Bengal,East,4,36,43340450,2019-01-03,2024-09-27,2094,5.74,7554567.45,22663702.36,Low CLV
C0203,Government,Manufacturing,Ahmedabad,Gujarat,West,1,37,43333790,2019-02-25,2024-11-19,2094,5.74,7553406.57,22660219.7,Low CLV
C0281,Government,Logistics,Visakhapatnam,Andhra Pradesh,South,4,31,41345180,2019-01-01,2024-06-25,2002,5.48,7537957.39,22613872.18,Low CLV
C0058,Retail,Infrastructure,Pune,Maharashtra,West,3,41,44614910,2019-01-23,2024-12-24,2162,5.92,7532119.4,22596358.21,Low CLV
C0470,Government,Mining,Chennai,Tamil Nadu,South,1,44,42659850,2019-01-25,2024-09-27,2072,5.68,7514886.7,22544660.11,Low CLV
C0012,Fleet Owner,Logistics,Chennai,Tamil Nadu,South,1,38,42822150,2019-01-28,2024-10-10,2082,5.7,7507245.32,22521735.95,Low CLV
C0423,Dealer,Infrastructure,Visakhapatnam,Andhra Pradesh,South,3,35,43818650,2019-02-25,2024-12-27,2132,5.84,7501785.76,22505357.29,Low CLV
C0233,Government,Logistics,Kolkata,West Bengal,East,3,34,42607030,2019-02-15,2024-10-21,2075,5.68,7494730.58,22484191.73,Low CLV
C0097,Corporate,Construction,Pune,Maharashtra,West,5,30,43037580,2019-03-22,2024-12-16,2096,5.74,7494616.75,22483850.24,Low CLV
C0305,Fleet Owner,Logistics,Delhi,Delhi,North,3,33,41460360,2019-05-16,2024-11-27,2022,5.54,7484189.61,22452568.84,Low CLV
C0451,Government,Manufacturing,Ranchi,Jharkhand,East,3,42,41063830,2019-01-07,2024-07-06,2007,5.5,7468010.94,22404032.81,Low CLV
C0044,Government,Mining,Mumbai,Maharashtra,West,4,38,43843570,2019-01-05,2024-11-17,2143,5.87,7467523.59,22402570.77,Low CLV
C0040,Government,Logistics,Delhi,Delhi,North,2,45,43439870,2019-02-23,2024-12-21,2128,5.83,7450917.55,22352752.66,Low CLV
C0320,Retail,Construction,Delhi,Delhi,North,1,35,42807100,2019-04-01,2024-12-30,2100,5.75,7440281.67,22320845.0,Low CLV
C0387,Dealer,Infrastructure,Kolkata,West Bengal,East,4,38,43291870,2019-01-02,2024-10-26,2124,5.82,7439516.27,22318548.8,Low CLV
C0338,Corporate,Rental,Ahmedabad,Gujarat,West,4,38,43157630,2019-02-01,2024-11-23,2122,5.81,7423437.77,22270313.31,Low CLV
C0014,Fleet Owner,Construction,Kolkata,West Bengal,East,2,31,43395470,2019-02-17,2024-12-21,2134,5.85,7422374.2,22267122.61,Low CLV
C0220,Government,Infrastructure,Indore,Madhya Pradesh,Central,2,47,43066280,2019-01-19,2024-11-06,2118,5.8,7421714.92,22265144.76,Low CLV
C0434,Corporate,Mining,Indore,Madhya Pradesh,Central,4,35,42930130,2019-01-05,2024-10-26,2121,5.81,7387787.58,22163362.73,Low CLV
C0465,Fleet Owner,Mining,Chennai,Tamil Nadu,South,1,39,42438980,2019-03-12,2024-12-12,2102,5.76,7369280.54,22107841.63,Low CLV
C0346,Retail,Construction,Patna,Bihar,East,3,39,42873560,2019-01-21,2024-11-15,2125,5.82,7364164.42,22092493.27,Low CLV
C0402,Fleet Owner,Rental,Hyderabad,Telangana,South,1,39,40181870,2019-01-25,2024-07-12,1995,5.47,7351570.2,22054710.6,Low CLV
C0243,Government,Construction,Delhi,Delhi,North,3,34,39757700,2019-07-13,2024-12-10,1977,5.42,7340192.46,22020577.39,Low CLV
C0368,Fleet Owner,Construction,Chennai,Tamil Nadu,South,1,33,42468360,2019-02-17,2024-11-30,2113,5.79,7335992.14,22007976.43,Low CLV
C0388,Fleet Owner,Infrastructure,Pune,Maharashtra,West,5,34,41959050,2019-03-21,2024-12-12,2093,5.73,7317273.41,21951820.23,Low CLV
C0352,Corporate,Mining,Bengaluru,Karnataka,South,1,37,41846330,2019-02-23,2024-11-11,2088,5.72,7315091.21,21945273.64,Low CLV
C0416,Dealer,Manufacturing,Chennai,Tamil Nadu,South,2,43,42362580,2019-01-05,2024-10-20,2115,5.79,7310799.86,21932399.57,Low CLV
C0210,Retail,Infrastructure,Pune,Maharashtra,West,2,32,42817450,2019-02-20,2024-12-28,2138,5.86,7309807.88,21929423.64,Low CLV
C0019,Government,Logistics,Kolkata,West Bengal,East,5,43,43064130,2019-01-19,2024-12-10,2152,5.9,7304092.68,21912278.04,Low CLV
C0136,Dealer,Mining,Ahmedabad,Gujarat,West,3,42,41124050,2019-03-23,2024-11-13,2062,5.65,7279475.39,21838426.16,Low CLV
C0298,Fleet Owner,Construction,Chennai,Tamil Nadu,South,4,37,42797160,2019-01-05,2024-11-20,2146,5.88,7279106.9,21837320.69,Low CLV
C0122,Dealer,Rental,Guwahati,Assam,North East,2,33,42300750,2019-01-12,2024-11-05,2124,5.82,7269196.68,21807590.04,Low CLV
C0199,Government,Mining,Ahmedabad,Gujarat,West,3,38,41788400,2019-01-19,2024-10-21,2102,5.76,7256311.13,21768933.4,Low CLV
C0316,Dealer,Manufacturing,Kolkata,West Bengal,East,4,38,40257180,2019-03-08,2024-09-22,2025,5.55,7256232.44,21768697.33,Low CLV
C0308,Retail,Mining,Delhi,Delhi,North,3,36,42189220,2019-02-19,2024-12-12,2123,5.82,7253445.74,21760337.21,Low CLV
C0484,Fleet Owner,Mining,Ahmedabad,Gujarat,West,1,31,41941080,2019-01-30,2024-11-10,2111,5.78,7251773.66,21755320.99,Low CLV
C0474,Government,Logistics,Pune,Maharashtra,West,3,35,42219110,2019-01-11,2024-11-07,2127,5.83,7244934.25,21734802.75,Low CLV
C0391,Government,Construction,Ahmedabad,Gujarat,West,3,35,42554570,2019-01-14,2024-11-30,2147,5.88,7234475.1,21703425.31,Low CLV
C0057,Retail,Logistics,Kolkata,West Bengal,East,3,35,41341790,2019-03-20,2024-12-04,2086,5.72,7233822.32,21701466.95,Low CLV
C0487,Dealer,Mining,Visakhapatnam,Andhra Pradesh,South,1,31,36312870,2019-03-08,2024-03-18,1837,5.03,7215132.04,21645396.11,Low CLV
C0441,Dealer,Construction,Lucknow,Uttar Pradesh,North,2,35,41532900,2019-01-17,2024-10-19,2102,5.76,7211945.05,21635835.16,Low CLV
C0118,Retail,Rental,Chennai,Tamil Nadu,South,4,39,42906280,2019-01-16,2024-12-30,2175,5.96,7200364.23,21601092.69,Low CLV
C0344,Fleet Owner,Mining,Mumbai,Maharashtra,West,2,30,39253370,2019-01-04,2024-06-17,1991,5.45,7196122.58,21588367.73,Low CLV
C0008,Corporate,Logistics,Mumbai,Maharashtra,West,1,36,38574950,2019-03-04,2024-07-16,1961,5.37,7179937.15,21539811.45,Low CLV
C0037,Corporate,Construction,Pune,Maharashtra,West,1,38,38561970,2019-06-12,2024-10-25,1962,5.38,7173862.92,21521588.76,Low CLV
C0003,Government,Logistics,Surat,Gujarat,West,2,40,39965740,2019-04-05,2024-10-30,2035,5.58,7168302.26,21504906.78,Low CLV
C0214,Corporate,Rental,Pune,Maharashtra,West,4,35,42524620,2019-01-12,2024-12-26,2175,5.96,7136315.54,21408946.62,Low CLV
C0132,Corporate,Construction,Indore,Madhya Pradesh,Central,2,39,40004370,2019-02-22,2024-10-01,2048,5.61,7129685.08,21389055.25,Low CLV
C0053,Fleet Owner,Construction,Delhi,Delhi,North,5,31,38021810,2019-05-16,2024-09-18,1952,5.35,7109610.99,21328832.97,Low CLV
C0382,Retail,Manufacturing,Hyderabad,Telangana,South,3,37,39722420,2019-04-17,2024-11-19,2043,5.6,7096761.28,21290283.85,Low CLV
C0332,Corporate,Mining,Bengaluru,Karnataka,South,1,39,41463910,2019-01-19,2024-11-23,2135,5.85,7088677.82,21266033.47,Low CLV
C0473,Government,Rental,Chennai,Tamil Nadu,South,3,31,40406800,2019-03-04,2024-11-15,2083,5.71,7080404.22,21241212.67,Low CLV
C0187,Retail,Rental,Jaipur,Rajasthan,North,1,31,38937400,2019-05-02,2024-11-08,2017,5.53,7046182.94,21138548.83,Low CLV
C0048,Dealer,Mining,Hyderabad,Telangana,South,3,34,40336880,2019-01-16,2024-10-06,2090,5.73,7044479.04,21133437.13,Low CLV
C0143,Corporate,Infrastructure,Chennai,Tamil Nadu,South,3,29,39164970,2019-01-11,2024-08-02,2030,5.56,7041977.36,21125932.09,Low CLV
C0092,Fleet Owner,Logistics,Ahmedabad,Gujarat,West,2,41,38901670,2019-01-17,2024-07-30,2021,5.54,7025784.04,21077352.13,Low CLV
C0087,Government,Logistics,Hyderabad,Telangana,South,3,41,41444460,2019-01-22,2024-12-17,2156,5.91,7016339.47,21049018.41,Low CLV
C0350,Dealer,Logistics,Guwahati,Assam,North East,2,37,39052200,2019-05-03,2024-11-25,2033,5.57,7011339.4,21034018.2,Low CLV
C0120,Fleet Owner,Construction,Bengaluru,Karnataka,South,5,36,41105250,2019-01-02,2024-11-15,2144,5.87,6997862.06,20993586.17,Low CLV
C0094,Corporate,Logistics,Pune,Maharashtra,West,4,33,39474600,2019-01-18,2024-09-20,2072,5.68,6953778.47,20861335.42,Low CLV
C0167,Retail,Mining,Vadodara,Gujarat,West,4,35,41587150,2019-01-03,2024-12-28,2186,5.99,6943874.54,20831623.63,Low CLV
C0418,Government,Mining,Pune,Maharashtra,West,4,32,39210750,2019-03-18,2024-11-14,2068,5.67,6920659.45,20761978.36,Low CLV
C0351,Corporate,Rental,Bhubaneswar,Odisha,East,1,38,37753190,2019-03-29,2024-09-12,1994,5.46,6910689.24,20732067.73,Low CLV
C0100,Government,Construction,Chandigarh,Punjab,North,3,42,40056040,2019-01-25,2024-11-10,2116,5.8,6909477.6,20728432.8,Low CLV
C0226,Dealer,Logistics,Ahmedabad,Gujarat,West,5,28,39194740,2019-01-22,2024-09-28,2076,5.69,6891175.39,20673526.16,Low CLV
C0317,Corporate,Manufacturing,Coimbatore,Tamil Nadu,South,3,38,40944770,2019-01-17,2024-12-25,2169,5.94,6890198.73,20670596.2,Low CLV
C0194,Fleet Owner,Construction,Visakhapatnam,Andhra Pradesh,South,1,36,39279180,2019-04-15,2024-12-26,2082,5.7,6886119.45,20658358.36,Low CLV
C0007,Corporate,Manufacturing,Pune,Maharashtra,West,4,36,37839490,2019-05-08,2024-11-03,2006,5.5,6885051.77,20655155.31,Low CLV
C0115,Fleet Owner,Mining,Visakhapatnam,Andhra Pradesh,South,5,33,38312450,2019-05-07,2024-11-28,2032,5.57,6881911.54,20645734.62,Low CLV
C0452,Fleet Owner,Mining,Hyderabad,Telangana,South,1,42,39890320,2019-03-05,2024-12-27,2124,5.82,6854974.95,20564924.86,Low CLV
C0208,Fleet Owner,Logistics,Jaipur,Rajasthan,North,4,34,40653790,2019-01-20,2024-12-30,2171,5.95,6834930.15,20504790.44,Low CLV
C0089,Corporate,Rental,Surat,Gujarat,West,4,40,40101850,2019-01-02,2024-11-14,2143,5.87,6830226.43,20490679.3,Low CLV
C0179,Government,Infrastructure,Chennai,Tamil Nadu,South,3,35,35257010,2019-05-20,2024-07-21,1889,5.18,6812497.96,20437493.89,Low CLV
C0277,Dealer,Logistics,Surat,Gujarat,West,1,38,35987190,2019-05-28,2024-09-14,1936,5.3,6784774.97,20354324.92,Low CLV
C0020,Dealer,Logistics,Kolkata,West Bengal,East,3,41,38461450,2019-01-26,2024-10-17,2091,5.73,6713739.48,20141218.44,Low CLV
C0139,Government,Mining,Ahmedabad,Gujarat,West,2,36,38021440,2019-03-13,2024-11-10,2069,5.67,6707503.91,20122511.74,Low CLV
C0430,Retail,Manufacturing,Nagpur,Maharashtra,West,5,29,37535780,2019-03-08,2024-10-11,2044,5.6,6702817.86,20108453.57,Low CLV
C0283,Retail,Logistics,Jaipur,Rajasthan,North,1,33,36153120,2019-04-14,2024-09-04,1970,5.4,6698420.71,20095262.13,Low CLV
C0121,Government,Construction,Pune,Maharashtra,West,2,36,39128960,2019-01-22,2024-12-01,2140,5.86,6673864.67,20021594.02,Low CLV
C0150,Fleet Owner,Manufacturing,Ahmedabad,Gujarat,West,5,34,35468440,2019-07-12,2024-11-09,1947,5.33,6649193.94,19947581.82,Low CLV
C0212,Retail,Infrastructure,Guwahati,Assam,North East,4,35,38459600,2019-02-01,2024-11-15,2114,5.79,6640375.59,19921126.77,Low CLV
C0125,Government,Mining,Surat,Gujarat,West,4,36,38490080,2019-02-17,2024-12-09,2122,5.81,6620583.98,19861751.93,Low CLV
C0182,Dealer,Infrastructure,Kolkata,West Bengal,East,5,32,35873070,2019-03-03,2024-08-03,1980,5.42,6612964.92,19838894.77,Low CLV
C0262,Corporate,Logistics,Delhi,Delhi,North,4,30,38179240,2019-02-26,2024-12-04,2108,5.78,6610731.78,19832195.35,Low CLV
C0170,Government,Construction,Bengaluru,Karnataka,South,4,32,37935380,2019-03-21,2024-12-20,2101,5.76,6590392.05,19771176.15,Low CLV
C0494,Corporate,Construction,Ranchi,Jharkhand,East,2,32,37868420,2019-02-25,2024-11-28,2103,5.76,6572502.76,19717508.27,Low CLV
C0437,Dealer,Mining,Nagpur,Maharashtra,West,3,32,38523930,2019-02-09,2024-12-21,2142,5.87,6564535.22,19693605.67,Low CLV
C0366,Corporate,Logistics,Kolkata,West Bengal,East,4,30,36772070,2019-03-09,2024-10-26,2058,5.64,6521771.4,19565314.21,Low CLV
C0229,Government,Mining,Patna,Bihar,East,3,29,36130700,2019-05-15,2024-11-29,2025,5.55,6512447.16,19537341.48,Low CLV
C0079,Retail,Rental,Delhi,Delhi,North,5,33,37415140,2019-01-25,2024-11-28,2134,5.85,6399496.77,19198490.3,Low CLV
C0454,Government,Mining,Pune,Maharashtra,West,3,37,36757440,2019-02-08,2024-11-14,2106,5.77,6370591.45,19111774.36,Low CLV
C0392,Fleet Owner,Logistics,Kolkata,West Bengal,East,2,34,37128430,2019-02-11,2024-12-12,2131,5.84,6359397.91,19078193.74,Low CLV
C0271,Corporate,Infrastructure,Hyderabad,Telangana,South,5,28,34224570,2019-06-05,2024-11-26,2001,5.48,6242862.59,18728587.78,Low CLV
C0336,Government,Rental,Kolkata,West Bengal,East,5,39,36133900,2019-01-13,2024-10-26,2113,5.79,6241776.38,18725329.15,Low CLV
C0117,Government,Mining,Guwahati,Assam,North East,3,35,35972400,2019-01-01,2024-10-08,2107,5.77,6231573.8,18694721.4,Low CLV
C0155,Fleet Owner,Mining,Kolkata,West Bengal,East,5,36,35744630,2019-03-24,2024-12-17,2095,5.74,6227584.7,18682754.11,Low CLV
C0151,Government,Infrastructure,Kolkata,West Bengal,East,5,31,35615980,2019-03-03,2024-11-28,2097,5.75,6199252.6,18597757.8,Low CLV
C0500,Corporate,Infrastructure,Kolkata,West Bengal,East,3,29,36693490,2019-01-06,2024-12-07,2162,5.92,6194784.39,18584353.17,Low CLV
C0334,Corporate,Mining,Chennai,Tamil Nadu,South,5,37,34503010,2019-01-03,2024-08-24,2060,5.64,6113397.4,18340192.21,Low CLV
C0078,Dealer,Rental,Visakhapatnam,Andhra Pradesh,South,1,33,34591140,2019-01-31,2024-10-08,2077,5.69,6078847.42,18236542.27,Low CLV
C0248,Fleet Owner,Rental,Pune,Maharashtra,West,5,30,35510400,2019-01-10,2024-12-04,2155,5.9,6014522.51,18043567.52,Low CLV
C0104,Fleet Owner,Infrastructure,Visakhapatnam,Andhra Pradesh,South,1,36,35121810,2019-02-27,2024-12-30,2133,5.84,6010061.25,18030183.76,Low CLV
C0204,Retail,Rental,Coimbatore,Tamil Nadu,South,2,33,34104450,2019-03-02,2024-12-08,2108,5.78,5905182.28,17715546.85,Low CLV
C0091,Retail,Construction,Coimbatore,Tamil Nadu,South,2,32,33399030,2019-01-09,2024-09-07,2068,5.67,5894896.49,17684689.48,Low CLV
C0034,Government,Construction,Pune,Maharashtra,West,5,33,33729240,2019-01-05,2024-10-06,2101,5.76,5859672.82,17579018.47,Low CLV
C0028,Retail,Infrastructure,Bengaluru,Karnataka,South,3,34,33463430,2019-01-22,2024-11-13,2122,5.81,5755962.28,17267886.83,Low CLV
C0322,Government,Construction,Ahmedabad,Gujarat,West,2,29,32591500,2019-04-10,2024-12-10,2071,5.67,5744035.49,17232106.47,Low CLV
C0108,Corporate,Rental,Jaipur,Rajasthan,North,4,26,33566370,2019-01-03,2024-12-29,2187,5.99,5602069.07,16806207.2,Low CLV
C0061,Dealer,Construction,Surat,Gujarat,West,4,32,31227160,2019-01-29,2024-09-08,2049,5.61,5562671.25,16688013.76,Low CLV
C0479,Retail,Construction,Mumbai,Maharashtra,West,1,29,31298140,2019-02-22,2024-10-08,2055,5.63,5559037.03,16677111.09,Low CLV
C0279,Dealer,Rental,Nagpur,Maharashtra,West,4,28,30576800,2019-05-12,2024-11-12,2011,5.51,5549742.42,16649227.25,Low CLV
C0183,Government,Mining,Ahmedabad,Gujarat,West,4,32,32501510,2019-01-17,2024-12-05,2149,5.89,5520265.77,16560797.32,Low CLV
C0238,Corporate,Construction,Chennai,Tamil Nadu,South,5,32,30976180,2019-01-22,2024-09-01,2049,5.61,5517962.76,16553888.29,Low CLV
C0177,Dealer,Construction,Pune,Maharashtra,West,1,30,31520790,2019-04-01,2024-12-25,2095,5.74,5491688.95,16475066.85,Low CLV
C0303,Corporate,Mining,Ahmedabad,Gujarat,West,3,31,30524560,2019-04-05,2024-12-01,2067,5.66,5390161.78,16170485.34,Low CLV
C0292,Corporate,Rental,Indore,Madhya Pradesh,Central,2,31,30669960,2019-01-11,2024-09-19,2078,5.69,5387168.14,16161504.43,Low CLV
C0309,Government,Manufacturing,Ahmedabad,Gujarat,West,4,32,30418360,2019-03-04,2024-12-17,2115,5.79,5249504.21,15748512.62,Low CLV
C0145,Retail,Construction,Pune,Maharashtra,West,3,37,29769500,2019-04-01,2024-12-29,2099,5.75,5176687.71,15530063.13,Low CLV
C0353,Dealer,Manufacturing,Delhi,Delhi,North,1,30,28192110,2019-01-16,2024-10-08,2092,5.73,4918795.48,14756386.45,Low CLV
C0174,Government,Mining,Ahmedabad,Gujarat,West,2,34,29047310,2019-01-11,2024-12-21,2171,5.95,4883587.36,14650762.07,Low CLV
C0456,Corporate,Mining,Delhi,Delhi,North,4,29,26909060,2019-02-23,2024-10-16,2062,5.65,4763242.92,14289728.76,Low CLV
C0180,Fleet Owner,Logistics,Hyderabad,Telangana,South,3,31,26408930,2019-01-04,2024-12-10,2167,5.94,4448204.64,13344613.91,Low CLV
C0347,Retail,Mining,Delhi,Delhi,North,4,27,22852400,2019-03-04,2024-12-03,2101,5.76,3970074.25,11910222.75,Low CLV
