so_id,line_number,product_id,quantity,unit_price,gst_rate,line_total,gst_amount,line_grand_total,customer_id,branch_id,order_date,delivery_date,order_status,payment_terms,total_order_value,total_gst_amount,grand_total,sales_channel
SO-182642,2,P021,8,46200,28,369600,103488.0,473088.0,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-182642,3,P008,13,580,18,7540,1357.2,8897.2,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-182642,4,P029,14,3950,18,55300,9954.0,65254.0,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-182642,5,P002,1,720,18,720,129.6,849.6,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-182642,6,P010,12,34900,28,418800,117264.0,536064.0,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-182642,7,P017,10,520,18,5200,936.0,6136.0,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-182642,8,P019,8,39800,28,318400,89152.00000000001,407552.0,C0250,PUN001,2023-09-05,2023-09-08,Delivered,Advance,1458660,401548.8000000001,1860208.8,Online
SO-368726,1,P012,11,2450,28,26950,7546.000000000001,34496.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,2,P008,4,580,18,2320,417.6,2737.6,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,3,P015,13,119000,28,1547000,433160.00000000006,1980160.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,4,P007,14,1450,18,20300,3654.0,23954.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,5,P007,1,1450,18,1450,261.0,1711.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,6,P010,12,34900,28,418800,117264.0,536064.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,7,P011,1,27600,28,27600,7728.000000000001,35328.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,8,P024,6,10300,28,61800,17304.0,79104.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,9,P018,19,11300,28,214700,60116.00000000001,274816.0,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-368726,10,P027,1,480,18,480,86.39999999999999,566.4,C0471,AHM001,2019-02-23,2019-03-02,Delivered,Advance,2321400,647537.0,2968937.0,Field Sales
SO-712738,1,P028,19,2250,18,42750,7695.0,50445.0,C0349,AHM001,2022-01-29,2022-02-05,Delivered,Advance,42750,7695.0,50445.0,Field Sales
SO-116545,1,P025,19,7850,18,149150,26847.0,175997.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,2,P025,17,7850,18,133450,24021.0,157471.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,3,P028,11,2250,18,24750,4455.0,29205.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,4,P027,5,480,18,2400,432.0,2832.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,5,P021,13,46200,28,600600,168168.00000000003,768768.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,6,P005,14,8450,28,118300,33124.0,151424.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,7,P014,7,83500,28,584500,163660.00000000003,748160.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,8,P025,20,7850,18,157000,28260.0,185260.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,9,P003,13,1250,18,16250,2925.0,19175.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,10,P026,17,310,18,5270,948.6,6218.6,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,11,P019,16,39800,28,636800,178304.00000000003,815104.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-116545,12,P029,14,3950,18,55300,9954.0,65254.0,C0372,HYD001,2020-07-11,2020-07-22,Delivered,Net 60,2483770,641098.6000000001,3124868.6,Dealer Network
SO-180061,1,P025,7,7850,18,54950,9891.0,64841.0,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-180061,2,P016,10,10200,18,102000,18360.0,120360.0,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-180061,3,P022,4,16900,28,67600,18928.0,86528.0,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-180061,4,P004,2,39800,28,79600,22288.000000000004,101888.0,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-180061,5,P014,5,83500,28,417500,116900.0,534400.0,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-180061,6,P022,6,16900,28,101400,28392.000000000004,129792.0,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-180061,7,P027,8,480,18,3840,691.1999999999999,4531.2,C0080,CHN001,2022-12-08,2022-12-09,Cancelled,Net 45,826890,215450.2,1042340.2,Online
SO-773391,1,P002,17,720,18,12240,2203.2,14443.2,C0419,AHM001,2024-04-07,2024-04-18,Delivered,Net 45,2434860,669234.8,3104094.8,Counter Sale
SO-773391,2,P022,12,16900,28,202800,56784.00000000001,259584.0,C0419,AHM001,2024-04-07,2024-04-18,Delivered,Net 45,2434860,669234.8,3104094.8,Counter Sale
SO-773391,3,P022,12,16900,28,202800,56784.00000000001,259584.0,C0419,AHM001,2024-04-07,2024-04-18,Delivered,Net 45,2434860,669234.8,3104094.8,Counter Sale
SO-773391,4,P008,19,580,18,11020,1983.6,13003.6,C0419,AHM001,2024-04-07,2024-04-18,Delivered,Net 45,2434860,669234.8,3104094.8,Counter Sale
SO-773391,5,P015,16,119000,28,1904000,533120.0,2437120.0,C0419,AHM001,2024-04-07,2024-04-18,Delivered,Net 45,2434860,669234.8,3104094.8,Counter Sale
SO-773391,6,P016,10,10200,18,102000,18360.0,120360.0,C0419,AHM001,2024-04-07,2024-04-18,Delivered,Net 45,2434860,669234.8,3104094.8,Counter Sale
SO-533703,1,P026,17,310,18,5270,948.6,6218.6,C0114,KOL001,2019-03-19,2019-03-26,Delivered,Net 30,44470,11924.600000000002,56394.6,Dealer Network
SO-533703,2,P012,16,2450,28,39200,10976.000000000002,50176.0,C0114,KOL001,2019-03-19,2019-03-26,Delivered,Net 30,44470,11924.600000000002,56394.6,Dealer Network
SO-172561,1,P020,15,1150,18,17250,3105.0,20355.0,C0470,CHN001,2022-10-25,2022-11-02,Delivered,Net 45,425600,117443.0,543043.0,Counter Sale
SO-172561,2,P012,17,2450,28,41650,11662.000000000002,53312.0,C0470,CHN001,2022-10-25,2022-11-02,Delivered,Net 45,425600,117443.0,543043.0,Counter Sale
SO-172561,3,P012,20,2450,28,49000,13720.000000000002,62720.0,C0470,CHN001,2022-10-25,2022-11-02,Delivered,Net 45,425600,117443.0,543043.0,Counter Sale
SO-172561,4,P024,10,10300,28,103000,28840.000000000004,131840.0,C0470,CHN001,2022-10-25,2022-11-02,Delivered,Net 45,425600,117443.0,543043.0,Counter Sale
SO-172561,5,P018,19,11300,28,214700,60116.00000000001,274816.0,C0470,CHN001,2022-10-25,2022-11-02,Delivered,Net 45,425600,117443.0,543043.0,Counter Sale
SO-346782,1,P029,11,3950,18,43450,7821.0,51271.0,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-346782,2,P023,5,12950,28,64750,18130.0,82880.0,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-346782,3,P008,11,580,18,6380,1148.4,7528.4,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-346782,4,P019,18,39800,28,716400,200592.00000000003,916992.0,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-346782,5,P022,11,16900,28,185900,52052.00000000001,237952.0,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-346782,6,P008,17,580,18,9860,1774.8,11634.8,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-346782,7,P021,16,46200,28,739200,206976.00000000003,946176.0,C0495,AHM001,2021-01-22,2021-02-06,Delivered,Net 45,1765940,488494.20000000007,2254434.2,Counter Sale
SO-325451,1,P010,2,34900,28,69800,19544.000000000004,89344.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-325451,2,P001,7,24500,28,171500,48020.00000000001,219520.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-325451,3,P030,13,21900,28,284700,79716.00000000001,364416.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-325451,4,P030,16,21900,28,350400,98112.0,448512.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-325451,5,P030,19,21900,28,416100,116508.0,532608.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-325451,6,P023,9,12950,28,116550,32634.000000000004,149184.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-325451,7,P014,16,83500,28,1336000,374080.00000000006,1710080.0,C0111,CHN001,2022-11-30,2022-12-05,Delivered,Net 15,2745050,768614.0000000001,3513664.0,Dealer Network
SO-729019,1,P014,11,83500,28,918500,257180.00000000003,1175680.0,C0355,HYD001,2022-05-19,2022-05-31,Delivered,Net 45,918500,257180.00000000003,1175680.0,Field Sales
SO-438137,1,P021,9,46200,28,415800,116424.0,532224.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,2,P002,8,720,18,5760,1036.8,6796.8,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,3,P024,16,10300,28,164800,46144.00000000001,210944.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,4,P001,18,24500,28,441000,123480.0,564480.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,5,P013,11,1450,18,15950,2871.0,18821.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,6,P003,12,1250,18,15000,2700.0,17700.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,7,P028,10,2250,18,22500,4050.0,26550.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,8,P002,18,720,18,12960,2332.8,15292.8,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-438137,9,P001,12,24500,28,294000,82320.00000000001,376320.0,C0460,DEL001,2024-02-03,2024-02-13,Delivered,Net 60,1387770,381358.6000000001,1769128.6,Online
SO-698755,1,P014,1,83500,28,83500,23380.000000000004,106880.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,2,P028,8,2250,18,18000,3240.0,21240.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,3,P011,5,27600,28,138000,38640.00000000001,176640.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,4,P014,3,83500,28,250500,70140.0,320640.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,5,P011,17,27600,28,469200,131376.0,600576.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,6,P030,7,21900,28,153300,42924.00000000001,196224.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,7,P012,12,2450,28,29400,8232.0,37632.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,8,P027,8,480,18,3840,691.1999999999999,4531.2,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,9,P029,13,3950,18,51350,9243.0,60593.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,10,P018,4,11300,28,45200,12656.000000000002,57856.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-698755,11,P014,8,83500,28,668000,187040.00000000003,855040.0,C0326,KOL001,2020-12-25,2021-01-04,Delivered,Advance,1910290,527562.2000000001,2437852.2,Dealer Network
SO-819846,1,P017,2,520,18,1040,187.2,1227.2,C0299,CHN001,2024-08-30,2024-09-10,Delivered,Advance,128530,31375.400000000005,159905.4,Online
SO-819846,2,P024,8,10300,28,82400,23072.000000000004,105472.0,C0299,CHN001,2024-08-30,2024-09-10,Delivered,Advance,128530,31375.400000000005,159905.4,Online
SO-819846,3,P007,11,1450,18,15950,2871.0,18821.0,C0299,CHN001,2024-08-30,2024-09-10,Delivered,Advance,128530,31375.400000000005,159905.4,Online
SO-819846,4,P013,14,1450,18,20300,3654.0,23954.0,C0299,CHN001,2024-08-30,2024-09-10,Delivered,Advance,128530,31375.400000000005,159905.4,Online
SO-819846,5,P017,17,520,18,8840,1591.2,10431.2,C0299,CHN001,2024-08-30,2024-09-10,Delivered,Advance,128530,31375.400000000005,159905.4,Online
SO-778871,1,P021,20,46200,28,924000,258720.00000000003,1182720.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,2,P004,17,39800,28,676600,189448.00000000003,866048.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,3,P009,17,14900,28,253300,70924.0,324224.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,4,P011,17,27600,28,469200,131376.0,600576.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,5,P012,3,2450,28,7350,2058.0,9408.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,6,P023,2,12950,28,25900,7252.000000000001,33152.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,7,P021,1,46200,28,46200,12936.000000000002,59136.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,8,P001,6,24500,28,147000,41160.00000000001,188160.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,9,P009,6,14900,28,89400,25032.000000000004,114432.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,10,P020,14,1150,18,16100,2898.0,18998.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,11,P022,12,16900,28,202800,56784.00000000001,259584.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-778871,12,P019,19,39800,28,756200,211736.00000000003,967936.0,C0088,PUN001,2019-05-19,2019-05-27,Delivered,Net 45,3614050,1010324.0,4624374.0,Dealer Network
SO-921839,1,P013,7,1450,18,10150,1827.0,11977.0,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,2,P023,2,12950,28,25900,7252.000000000001,33152.0,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,3,P008,16,580,18,9280,1670.4,10950.4,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,4,P023,5,12950,28,64750,18130.0,82880.0,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,5,P007,14,1450,18,20300,3654.0,23954.0,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,6,P008,10,580,18,5800,1044.0,6844.0,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,7,P029,13,3950,18,51350,9243.0,60593.0,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-921839,8,P026,4,310,18,1240,223.2,1463.2,C0270,DEL001,2020-03-20,2020-03-26,Delivered,Net 30,188770,43043.6,231813.6,Online
SO-769025,1,P020,9,1150,18,10350,1863.0,12213.0,C0252,CHN001,2024-06-18,2024-06-19,Delivered,Net 45,854550,238239.00000000003,1092789.0,Counter Sale
SO-769025,2,P024,7,10300,28,72100,20188.000000000004,92288.0,C0252,CHN001,2024-06-18,2024-06-19,Delivered,Net 45,854550,238239.00000000003,1092789.0,Counter Sale
SO-769025,3,P004,6,39800,28,238800,66864.0,305664.0,C0252,CHN001,2024-06-18,2024-06-19,Delivered,Net 45,854550,238239.00000000003,1092789.0,Counter Sale
SO-769025,4,P011,13,27600,28,358800,100464.0,459264.0,C0252,CHN001,2024-06-18,2024-06-19,Delivered,Net 45,854550,238239.00000000003,1092789.0,Counter Sale
SO-769025,5,P010,5,34900,28,174500,48860.00000000001,223360.0,C0252,CHN001,2024-06-18,2024-06-19,Delivered,Net 45,854550,238239.00000000003,1092789.0,Counter Sale
SO-986220,1,P030,5,21900,28,109500,30660.000000000004,140160.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,2,P022,15,16900,28,253500,70980.0,324480.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,3,P026,7,310,18,2170,390.6,2560.6,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,4,P007,8,1450,18,11600,2088.0,13688.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,5,P003,18,1250,18,22500,4050.0,26550.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,6,P003,15,1250,18,18750,3375.0,22125.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,7,P024,17,10300,28,175100,49028.00000000001,224128.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-986220,8,P030,11,21900,28,240900,67452.0,308352.0,C0129,DEL001,2022-06-07,2022-06-12,Delivered,Net 45,834020,228023.6,1062043.6,Online
SO-309059,1,P030,17,21900,28,372300,104244.0,476544.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-309059,2,P007,3,1450,18,4350,783.0,5133.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-309059,3,P023,2,12950,28,25900,7252.000000000001,33152.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-309059,4,P012,18,2450,28,44100,12348.000000000002,56448.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-309059,5,P021,15,46200,28,693000,194040.00000000003,887040.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-309059,6,P022,8,16900,28,135200,37856.0,173056.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-309059,7,P006,6,11200,28,67200,18816.0,86016.0,C0356,DEL001,2023-05-04,2023-05-08,Delivered,Net 45,1342050,375339.0,1717389.0,Counter Sale
SO-380885,1,P011,12,27600,28,331200,92736.0,423936.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,2,P021,19,46200,28,877800,245784.00000000003,1123584.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,3,P018,12,11300,28,135600,37968.0,173568.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,4,P009,14,14900,28,208600,58408.00000000001,267008.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,5,P015,2,119000,28,238000,66640.0,304640.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,6,P023,3,12950,28,38850,10878.000000000002,49728.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,7,P011,18,27600,28,496800,139104.0,635904.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,8,P028,14,2250,18,31500,5670.0,37170.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,9,P021,17,46200,28,785400,219912.00000000003,1005312.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-380885,10,P019,15,39800,28,597000,167160.00000000003,764160.0,C0389,AHM001,2019-07-01,2019-07-03,Delivered,Advance,3740750,1044260.0,4785010.0,Field Sales
SO-890891,1,P016,3,10200,18,30600,5508.0,36108.0,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,2,P014,9,83500,28,751500,210420.00000000003,961920.0,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,3,P030,1,21900,28,21900,6132.000000000001,28032.0,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,4,P023,3,12950,28,38850,10878.000000000002,49728.0,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,5,P008,11,580,18,6380,1148.4,7528.4,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,6,P025,11,7850,18,86350,15543.0,101893.0,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,7,P029,3,3950,18,11850,2133.0,13983.0,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-890891,8,P002,17,720,18,12240,2203.2,14443.2,C0006,AHM001,2020-12-28,2021-01-04,Delivered,Net 60,959670,253965.60000000003,1213635.6,Dealer Network
SO-348578,1,P012,6,2450,28,14700,4116.0,18816.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,2,P022,14,16900,28,236600,66248.0,302848.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,3,P025,14,7850,18,109900,19782.0,129682.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,4,P022,2,16900,28,33800,9464.0,43264.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,5,P009,4,14900,28,59600,16688.0,76288.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,6,P007,7,1450,18,10150,1827.0,11977.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,7,P008,5,580,18,2900,522.0,3422.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,8,P015,8,119000,28,952000,266560.0,1218560.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-348578,9,P011,20,27600,28,552000,154560.00000000003,706560.0,C0388,PUN001,2019-10-06,2019-10-19,Cancelled,Advance,1971650,539767.0,2511417.0,Field Sales
SO-597377,1,P001,6,24500,28,147000,41160.00000000001,188160.0,C0133,AHM001,2023-12-03,2023-12-08,Delivered,Net 15,147000,41160.00000000001,188160.0,Dealer Network
SO-686031,1,P004,8,39800,28,318400,89152.00000000001,407552.0,C0106,PUN001,2024-11-12,2024-11-17,Delivered,Advance,2938870,812526.6,3751396.6,Dealer Network
SO-686031,2,P013,9,1450,18,13050,2349.0,15399.0,C0106,PUN001,2024-11-12,2024-11-17,Delivered,Advance,2938870,812526.6,3751396.6,Dealer Network
