product_id,order_date,quantity,7_day_avg_demand,30_day_avg_demand,next_day_forecast
P012,2019-09-15,16.0,24.29,25.0,24.29
P012,2019-09-16,50.0,24.43,25.57,24.43
P012,2019-09-17,16.0,20.71,23.97,20.71
P012,2019-09-18,19.0,18.29,23.9,18.29
P012,2019-09-19,20.0,21.14,23.37,21.14
P012,2019-09-20,57.0,28.86,24.37,28.86
P012,2019-09-21,14.0,27.43,23.23,27.43
P012,2019-09-22,6.0,26.0,22.53,26.0
P012,2019-09-23,8.0,20.0,22.8,20.0
P012,2019-09-24,25.0,21.29,22.77,21.29
P012,2019-09-25,53.0,26.14,23.53,26.14
P012,2019-09-26,39.0,28.86,24.33,28.86
P012,2019-09-27,39.0,26.29,24.3,26.29
P012,2019-09-28,19.0,27.0,24.2,27.0
P012,2019-09-29,24.0,29.57,23.57,29.57
P012,2019-09-30,47.0,35.14,25.13,35.14
P012,2019-10-01,22.0,34.71,25.3,34.71
P012,2019-10-02,11.0,28.71,24.97,28.71
P012,2019-10-03,15.0,25.29,24.63,25.29
P012,2019-10-04,7.0,20.71,24.37,20.71
P012,2019-10-05,0.0,18.0,22.83,18.0
P012,2019-10-06,69.0,24.43,24.97,24.43
P012,2019-10-07,24.0,21.14,25.47,21.14
P012,2019-10-08,17.0,20.43,25.7,20.43
P012,2019-10-09,0.0,18.86,24.07,18.86
P012,2019-10-10,11.0,18.29,23.03,18.29
P012,2019-10-11,50.0,24.43,23.5,24.43
P012,2019-10-12,31.0,28.86,24.53,28.86
P012,2019-10-13,16.0,21.29,24.97,21.29
P012,2019-10-14,5.0,18.57,24.33,18.57
P012,2019-10-15,24.0,19.57,24.6,19.57
P012,2019-10-16,5.0,20.29,23.1,20.29
P012,2019-10-17,47.0,25.43,24.13,25.43
P012,2019-10-18,10.0,19.71,23.83,19.71
P012,2019-10-19,31.0,19.71,24.2,19.71
P012,2019-10-20,4.0,18.0,22.43,18.0
P012,2019-10-21,0.0,17.29,21.97,17.29
P012,2019-10-22,60.0,22.43,23.77,22.43
P012,2019-10-23,55.0,29.57,25.33,29.57
P012,2019-10-24,14.0,24.86,24.97,24.86
P012,2019-10-25,15.0,25.57,23.7,25.57
P012,2019-10-26,53.0,28.71,24.17,28.71
P012,2019-10-27,0.0,28.14,22.87,28.14
P012,2019-10-28,15.0,30.29,22.73,30.29
P012,2019-10-29,37.0,27.0,23.17,27.0
P012,2019-10-30,61.0,27.86,23.63,27.86
P012,2019-10-31,41.0,31.71,24.27,31.71
P012,2019-11-01,11.0,31.14,24.27,31.14
P012,2019-11-02,5.0,24.29,23.93,24.29
P012,2019-11-03,0.0,24.29,23.7,24.29
P012,2019-11-04,0.0,22.14,23.7,22.14
P012,2019-11-05,17.0,19.29,21.97,19.29
P012,2019-11-06,24.0,14.0,21.97,14.0
P012,2019-11-07,22.0,11.29,22.13,11.29
P012,2019-11-08,1.0,9.86,22.17,9.86
P012,2019-11-09,0.0,9.14,21.8,9.14
P012,2019-11-10,0.0,9.14,20.13,9.14
P012,2019-11-11,0.0,9.14,19.1,9.14
P012,2019-11-12,33.0,11.43,19.67,11.43
P012,2019-11-13,50.0,15.14,21.17,15.14
P012,2019-11-14,0.0,12.0,20.37,12.0
P012,2019-11-15,29.0,16.0,21.17,16.0
P012,2019-11-16,17.0,18.43,20.17,18.43
P012,2019-11-17,6.0,19.29,20.03,19.29
P012,2019-11-18,0.0,19.29,19.0,19.29
P012,2019-11-19,10.0,16.0,19.2,16.0
P012,2019-11-20,5.0,9.57,19.37,9.57
P012,2019-11-21,0.0,9.57,17.37,9.57
P012,2019-11-22,45.0,11.86,17.03,11.86
P012,2019-11-23,20.0,12.29,17.23,12.29
P012,2019-11-24,7.0,12.43,16.97,12.43
P012,2019-11-25,36.0,17.57,16.4,17.57
P012,2019-11-26,0.0,16.14,16.4,16.14
P012,2019-11-27,19.0,18.14,16.53,18.14
P012,2019-11-28,51.0,25.43,17.0,25.43
P012,2019-11-29,20.0,21.86,15.63,21.86
P012,2019-11-30,0.0,19.0,14.27,19.0
P012,2019-12-01,28.0,22.0,14.83,22.0
P012,2019-12-02,10.0,18.29,15.0,18.29
P012,2019-12-03,24.0,21.71,15.8,21.71
P012,2019-12-04,11.0,20.57,16.17,20.57
P012,2019-12-05,20.0,16.14,16.27,16.14
P012,2019-12-06,36.0,18.43,16.67,18.43
P012,2019-12-07,0.0,18.43,15.93,18.43
P012,2019-12-08,22.0,17.57,16.63,17.57
P012,2019-12-09,60.0,24.71,18.63,24.71
P012,2019-12-10,32.0,25.86,19.7,25.86
P012,2019-12-11,15.0,26.43,20.2,26.43
P012,2019-12-12,30.0,27.86,20.1,27.86
P012,2019-12-13,4.0,23.29,18.57,23.29
P012,2019-12-14,26.0,27.0,19.43,27.0
P012,2019-12-15,20.0,26.71,19.13,26.71
P012,2019-12-16,16.0,20.43,19.1,20.43
P012,2019-12-17,16.0,18.14,19.43,18.14
P012,2019-12-18,56.0,24.0,21.3,24.0
P012,2019-12-19,34.0,24.57,22.1,24.57
P012,2019-12-20,0.0,24.0,21.93,24.0
P012,2019-12-21,54.0,28.0,23.73,28.0
P012,2019-12-22,0.0,25.14,22.23,25.14
P012,2019-12-23,3.0,23.29,21.67,23.29
P012,2019-12-24,16.0,23.29,21.97,23.29
P012,2019-12-25,16.0,17.57,21.3,17.57
P012,2019-12-26,31.0,17.14,22.33,17.14
P012,2019-12-27,18.0,19.71,22.3,19.71
P012,2019-12-28,0.0,12.0,20.6,12.0
P012,2019-12-29,0.0,12.0,19.93,12.0
P012,2019-12-30,12.0,13.29,20.33,13.29
P012,2019-12-31,20.0,13.86,20.07,13.86
P012,2020-01-01,0.0,11.57,19.73,11.57
P012,2020-01-02,17.0,9.57,19.5,9.57
P012,2020-01-03,38.0,12.43,20.4,12.43
P012,2020-01-04,0.0,12.43,19.73,12.43
P012,2020-01-05,0.0,12.43,18.53,12.43
P012,2020-01-06,34.0,15.57,19.67,15.57
P012,2020-01-07,36.0,17.86,20.13,17.86
P012,2020-01-08,17.0,20.29,18.7,20.29
P012,2020-01-09,12.0,19.57,18.03,19.57
P012,2020-01-10,20.0,17.0,18.2,17.0
P012,2020-01-11,0.0,17.0,17.2,17.0
P012,2020-01-12,0.0,17.0,17.07,17.0
P012,2020-01-13,2.0,12.43,16.27,12.43
P012,2020-01-14,0.0,7.29,15.6,7.29
P012,2020-01-15,31.0,9.29,16.1,9.29
P012,2020-01-16,38.0,13.0,16.83,13.0
P012,2020-01-17,8.0,11.29,15.23,11.29
P012,2020-01-18,38.0,16.71,15.37,16.71
P012,2020-01-19,12.0,18.43,15.77,18.43
P012,2020-01-20,44.0,24.43,15.43,24.43
P012,2020-01-21,0.0,24.43,15.43,24.43
P012,2020-01-22,34.0,24.86,16.47,24.86
P012,2020-01-23,0.0,19.43,15.93,19.43
P012,2020-01-24,15.0,20.43,15.9,20.43
P012,2020-01-25,15.0,17.14,15.37,17.14
P012,2020-01-26,7.0,16.43,15.0,16.43
P012,2020-01-27,28.0,14.14,15.93,14.14
P012,2020-01-28,68.0,23.86,18.2,23.86
P012,2020-01-29,10.0,20.43,18.13,20.43
P012,2020-01-30,0.0,20.43,17.47,20.43
P012,2020-01-31,29.0,22.43,18.43,22.43
P012,2020-02-01,22.0,23.43,18.6,23.43
P012,2020-02-02,42.0,28.43,18.73,28.43
P012,2020-02-03,8.0,25.57,19.0,25.57
P012,2020-02-04,16.0,18.14,19.53,18.14
P012,2020-02-05,31.0,21.14,19.43,21.14
P012,2020-02-06,26.0,24.86,19.1,24.86
P012,2020-02-07,26.0,24.43,19.4,24.43
P012,2020-02-08,47.0,28.0,20.57,28.0
P012,2020-02-09,0.0,22.0,19.9,22.0
P012,2020-02-10,16.0,23.14,20.43,23.14
P012,2020-02-11,53.0,28.43,22.2,28.43
P012,2020-02-12,28.0,28.0,23.07,28.0
P012,2020-02-13,0.0,24.29,23.07,24.29
P012,2020-02-14,33.0,25.29,23.13,25.29
P012,2020-02-15,42.0,24.57,23.27,24.57
P012,2020-02-16,46.0,31.14,24.53,31.14
P012,2020-02-17,41.0,34.71,24.63,34.71
P012,2020-02-18,33.0,31.86,25.33,31.86
P012,2020-02-19,2.0,28.14,23.93,28.14
P012,2020-02-20,37.0,33.43,25.17,33.43
P012,2020-02-21,3.0,29.14,24.13,29.14
P012,2020-02-22,18.0,25.71,24.73,25.71
P012,2020-02-23,37.0,24.43,25.47,24.43
P012,2020-02-24,13.0,20.43,25.4,20.43
P012,2020-02-25,0.0,15.71,25.17,15.71
P012,2020-02-26,0.0,15.43,24.23,15.43
P012,2020-02-27,14.0,12.14,22.43,12.14
P012,2020-02-28,2.0,12.0,22.17,12.0
P012,2020-02-29,11.0,11.0,22.53,11.0
P012,2020-03-01,11.0,7.29,21.93,7.29
P012,2020-03-02,33.0,10.14,22.3,10.14
P012,2020-03-03,16.0,12.43,21.43,12.43
P012,2020-03-04,6.0,13.29,21.37,13.29
P012,2020-03-05,16.0,13.57,21.37,13.57
P012,2020-03-06,80.0,24.71,23.0,24.71
P012,2020-03-07,8.0,24.29,22.4,24.29
P012,2020-03-08,0.0,22.71,21.53,22.71
P012,2020-03-09,13.0,19.86,20.4,19.86
P012,2020-03-10,7.0,18.57,20.63,18.57
P012,2020-03-11,34.0,22.57,21.23,22.57
P012,2020-03-12,1.0,20.43,19.5,20.43
P012,2020-03-13,0.0,9.0,18.57,9.0
P012,2020-03-14,10.0,9.29,18.9,9.29
P012,2020-03-15,20.0,12.14,18.47,12.14
P012,2020-03-16,0.0,10.29,17.07,10.29
P012,2020-03-17,8.0,10.43,15.8,10.43
P012,2020-03-18,7.0,6.57,14.67,6.57
P012,2020-03-19,5.0,7.14,13.73,7.14
P012,2020-03-20,0.0,7.14,13.67,7.14
P012,2020-03-21,0.0,5.71,12.43,5.71
P012,2020-03-22,30.0,7.14,13.33,7.14
P012,2020-03-23,48.0,14.0,14.33,14.0
P012,2020-03-24,26.0,16.57,13.97,16.57
P012,2020-03-25,44.0,21.86,15.0,21.86
P012,2020-03-26,19.0,23.86,15.63,23.86
P012,2020-03-27,103.0,38.57,19.07,38.57
P012,2020-03-28,19.0,41.29,19.23,41.29
P012,2020-03-29,0.0,37.0,19.17,37.0
P012,2020-03-30,16.0,32.43,19.33,32.43
P012,2020-03-31,20.0,31.57,19.63,31.57
P012,2020-04-01,0.0,25.29,18.53,25.29
P012,2020-04-02,27.0,26.43,18.9,26.43
P012,2020-04-03,0.0,11.71,18.7,11.71
P012,2020-04-04,14.0,11.0,18.63,11.0
P012,2020-04-05,4.0,11.57,16.1,11.57
P012,2020-04-06,33.0,14.0,16.93,14.0
P012,2020-04-07,7.0,12.14,17.17,12.14
P012,2020-04-08,0.0,12.14,16.73,12.14
P012,2020-04-09,12.0,10.0,16.9,10.0
P012,2020-04-10,3.0,10.43,15.87,10.43
P012,2020-04-11,7.0,9.43,16.07,9.43
P012,2020-04-12,9.0,10.14,16.37,10.14
P012,2020-04-13,53.0,13.0,17.8,13.0
P012,2020-04-14,33.0,16.71,18.23,16.71
P012,2020-04-15,16.0,19.0,18.77,19.0
P012,2020-04-16,18.0,19.86,19.1,19.86
P012,2020-04-17,31.0,23.86,19.9,23.86
P012,2020-04-18,20.0,25.71,20.4,25.71
P012,2020-04-19,33.0,29.14,21.5,29.14
P012,2020-04-20,25.0,25.14,22.33,25.14
P012,2020-04-21,37.0,25.71,22.57,25.71
P012,2020-04-22,62.0,32.29,23.03,32.29
P012,2020-04-23,0.0,29.71,22.17,29.71
P012,2020-04-24,41.0,31.14,22.07,31.14
P012,2020-04-25,13.0,30.14,21.87,30.14
P012,2020-04-26,17.0,27.86,19.0,27.86
P012,2020-04-27,0.0,24.29,18.37,24.29
P012,2020-04-28,0.0,19.0,18.37,19.0
P012,2020-04-29,0.0,10.14,17.83,10.14
P012,2020-04-30,4.0,10.71,17.3,10.71
P012,2020-05-01,56.0,12.86,19.17,12.86
P012,2020-05-02,6.0,11.86,18.47,11.86
P012,2020-05-03,5.0,10.14,18.63,10.14
P012,2020-05-04,0.0,10.14,18.17,10.14
P012,2020-05-05,15.0,12.29,18.53,12.29
P012,2020-05-06,31.0,16.71,18.47,16.71
P012,2020-05-07,1.0,16.29,18.27,16.29
P012,2020-05-08,10.0,9.71,18.6,9.71
P012,2020-05-09,26.0,12.57,19.07,12.57
P012,2020-05-10,2.0,12.14,19.03,12.14
P012,2020-05-11,33.0,16.86,19.9,16.86
P012,2020-05-12,6.0,15.57,19.8,15.57
P012,2020-05-13,27.0,15.0,18.93,15.0
P012,2020-05-14,72.0,25.14,20.23,25.14
P012,2020-05-15,22.0,26.86,20.43,26.86
P012,2020-05-16,2.0,23.43,19.9,23.43
P012,2020-05-17,29.0,27.29,19.83,27.29
P012,2020-05-18,19.0,25.29,19.8,25.29
P012,2020-05-19,12.0,26.14,19.1,26.14
P012,2020-05-20,13.0,24.14,18.7,24.14
P012,2020-05-21,16.0,16.14,18.0,16.14
P012,2020-05-22,3.0,13.43,16.03,13.43
P012,2020-05-23,0.0,13.14,16.03,13.14
P012,2020-05-24,56.0,17.0,16.53,17.0
P012,2020-05-25,0.0,14.29,16.1,14.29
P012,2020-05-26,24.0,16.0,16.33,16.0
P012,2020-05-27,23.0,17.43,17.1,17.43
P012,2020-05-28,26.0,18.86,17.97,18.86
P012,2020-05-29,67.0,28.0,20.2,28.0
P012,2020-05-30,19.0,30.71,20.7,30.71
P012,2020-05-31,71.0,32.86,21.2,32.86
P012,2020-06-01,11.0,34.43,21.37,34.43
P012,2020-06-02,17.0,33.43,21.77,33.43
P012,2020-06-03,0.0,30.14,21.77,30.14
P012,2020-06-04,0.0,26.43,21.27,26.43
P012,2020-06-05,10.0,18.29,20.57,18.29
P012,2020-06-06,0.0,15.57,20.53,15.57
P012,2020-06-07,36.0,10.57,21.4,10.57
P012,2020-06-08,29.0,13.14,21.5,13.14
P012,2020-06-09,20.0,13.57,22.1,13.57
P012,2020-06-10,0.0,13.57,21.0,13.57
P012,2020-06-11,16.0,15.86,21.33,15.86
P012,2020-06-12,11.0,16.0,20.8,16.0
P012,2020-06-13,26.0,19.71,19.27,19.71
P012,2020-06-14,29.0,18.71,19.5,18.71
P012,2020-06-15,18.0,17.14,20.03,17.14
P012,2020-06-16,0.0,14.29,19.07,14.29
P012,2020-06-17,32.0,18.86,19.5,18.86
P012,2020-06-18,35.0,21.57,20.27,21.57
P012,2020-06-19,11.0,21.57,20.2,21.57
P012,2020-06-20,63.0,26.86,21.77,26.86
P012,2020-06-21,24.0,26.14,22.47,26.14
P012,2020-06-22,12.0,25.29,22.87,25.29
P012,2020-06-23,30.0,29.57,22.0,29.57
P012,2020-06-24,34.0,29.86,23.13,29.86
P012,2020-06-25,7.0,25.86,22.57,25.86
P012,2020-06-26,0.0,24.29,21.8,24.29
P012,2020-06-27,0.0,15.29,20.93,15.29
P012,2020-06-28,0.0,11.86,18.7,11.86
P012,2020-06-29,0.0,10.14,18.07,10.14
P012,2020-06-30,18.0,8.43,16.3,8.43
P012,2020-07-01,18.0,6.14,16.53,6.14
P012,2020-07-02,26.0,8.86,16.83,8.86
P012,2020-07-03,2.0,9.14,16.9,9.14
P012,2020-07-04,10.0,10.57,17.23,10.57
P012,2020-07-05,22.0,13.71,17.63,13.71
P012,2020-07-06,33.0,18.43,18.73,18.43
P012,2020-07-07,1.0,16.0,17.57,16.0
P012,2020-07-08,25.0,17.0,17.43,17.0
P012,2020-07-09,67.0,22.86,19.0,22.86
P012,2020-07-10,23.0,25.86,19.77,25.86
P012,2020-07-11,22.0,27.57,19.97,27.57
P012,2020-07-12,21.0,27.43,20.3,27.43
P012,2020-07-13,17.0,25.14,20.0,25.14
P012,2020-07-14,10.0,26.43,19.37,26.43
P012,2020-07-15,0.0,22.86,18.77,22.86
P012,2020-07-16,34.0,18.14,19.9,18.14
P012,2020-07-17,39.0,20.43,20.13,20.43
P012,2020-07-18,26.0,21.0,19.83,21.0
P012,2020-07-19,31.0,22.43,20.5,22.43
P012,2020-07-20,22.0,23.14,19.13,23.14
P012,2020-07-21,13.0,23.57,18.77,23.57
P012,2020-07-22,17.0,26.0,18.93,26.0
P012,2020-07-23,6.0,22.0,18.13,22.0
P012,2020-07-24,10.0,17.86,17.33,17.86
P012,2020-07-25,88.0,26.71,20.03,26.71
P012,2020-07-26,47.0,29.0,21.6,29.0
P012,2020-07-27,40.0,31.57,22.93,31.57
P012,2020-07-28,4.0,30.29,23.07,30.29
P012,2020-07-29,54.0,35.57,24.87,35.57
P012,2020-07-30,29.0,38.86,25.23,38.86
P012,2020-07-31,11.0,39.0,25.0,39.0
P012,2020-08-01,13.0,28.29,24.57,28.29
P012,2020-08-02,0.0,21.57,24.5,21.57
P012,2020-08-03,46.0,22.43,25.7,22.43
P012,2020-08-04,16.0,24.14,25.5,24.14
P012,2020-08-05,44.0,22.71,25.87,22.71
P012,2020-08-06,28.0,22.57,26.77,22.57
P012,2020-08-07,73.0,31.43,28.37,31.43
P012,2020-08-08,53.0,37.14,27.9,37.14
P012,2020-08-09,33.0,41.86,28.23,41.86
P012,2020-08-10,30.0,39.57,28.5,39.57
P012,2020-08-11,13.0,39.14,28.23,39.14
P012,2020-08-12,0.0,32.86,27.67,32.86
P012,2020-08-13,0.0,28.86,27.33,28.86
P012,2020-08-14,4.0,19.0,27.47,19.0
P012,2020-08-15,4.0,12.0,26.47,12.0
P012,2020-08-16,38.0,12.71,26.43,12.71
P012,2020-08-17,22.0,11.57,26.3,11.57
P012,2020-08-18,38.0,15.14,26.53,15.14
P012,2020-08-19,51.0,22.43,27.5,22.43
P012,2020-08-20,37.0,27.71,28.3,27.71
P012,2020-08-21,107.0,42.43,31.3,42.43
P012,2020-08-22,0.0,41.86,31.1,41.86
P012,2020-08-23,25.0,40.0,31.6,40.0
P012,2020-08-24,23.0,40.14,29.43,40.14
P012,2020-08-25,18.0,37.29,28.47,37.29
P012,2020-08-26,6.0,30.86,27.33,30.86
P012,2020-08-27,22.0,28.71,27.93,28.71
P012,2020-08-28,51.0,20.71,27.83,20.71
P012,2020-08-29,1.0,20.86,26.9,20.86
P012,2020-08-30,0.0,17.29,26.53,17.29
P012,2020-08-31,4.0,14.57,26.23,14.57
P012,2020-09-01,42.0,18.0,27.63,18.0
P012,2020-09-02,39.0,22.71,27.4,22.71
P012,2020-09-03,10.0,21.0,27.2,21.0
P012,2020-09-04,19.0,16.43,26.37,16.43
P012,2020-09-05,31.0,20.71,26.47,20.71
P012,2020-09-06,35.0,25.71,25.2,25.71
P012,2020-09-07,0.0,25.14,23.43,25.14
P012,2020-09-08,0.0,19.14,22.33,19.14
P012,2020-09-09,29.0,17.71,22.3,17.71
P012,2020-09-10,5.0,17.0,22.03,17.0
P012,2020-09-11,39.0,19.86,23.33,19.86
P012,2020-09-12,28.0,19.43,24.27,19.43
P012,2020-09-13,3.0,14.86,24.23,14.86
P012,2020-09-14,8.0,16.0,24.37,16.0
P012,2020-09-15,11.0,17.57,23.47,17.57
P012,2020-09-16,28.0,17.43,23.67,17.43
P012,2020-09-17,0.0,16.71,22.4,16.71
P012,2020-09-18,12.0,12.86,21.1,12.86
P012,2020-09-19,4.0,9.43,20.0,9.43
P012,2020-09-20,5.0,9.71,16.6,9.71
P012,2020-09-21,13.0,10.43,17.03,10.43
P012,2020-09-22,15.0,11.0,16.7,11.0
P012,2020-09-23,15.0,9.14,16.43,9.14
P012,2020-09-24,15.0,11.29,16.33,11.29
P012,2020-09-25,0.0,9.57,16.13,9.57
P012,2020-09-26,26.0,12.71,16.27,12.71
P012,2020-09-27,19.0,14.71,15.2,14.71
P012,2020-09-28,34.0,17.71,16.3,17.71
P012,2020-09-29,27.0,19.43,17.2,19.43
P012,2020-09-30,19.0,20.0,17.7,20.0
P012,2020-10-01,14.0,19.86,16.77,19.86
P012,2020-10-02,0.0,19.86,15.47,19.86
P012,2020-10-03,22.0,19.29,15.87,19.29
P012,2020-10-04,0.0,16.57,15.23,16.57
P012,2020-10-05,66.0,21.14,16.4,21.14
P012,2020-10-06,15.0,19.43,15.73,19.43
P012,2020-10-07,1.0,16.86,15.77,16.86
P012,2020-10-08,0.0,14.86,15.77,14.86
P012,2020-10-09,0.0,14.86,14.8,14.86
P012,2020-10-10,13.0,13.57,15.07,13.57
P012,2020-10-11,7.0,14.57,14.0,14.57
P012,2020-10-12,55.0,13.0,14.9,13.0
P012,2020-10-13,44.0,17.14,16.27,17.14
P012,2020-10-14,0.0,17.0,16.0,17.0
P012,2020-10-15,15.0,19.14,16.13,19.14
P012,2020-10-16,20.0,22.0,15.87,22.0
P012,2020-10-17,13.0,22.0,16.3,22.0
P012,2020-10-18,11.0,22.57,16.27,22.57
P012,2020-10-19,11.0,16.29,16.5,16.29
P012,2020-10-20,35.0,15.0,17.5,15.0
P012,2020-10-21,20.0,17.86,17.73,17.86
P012,2020-10-22,4.0,16.29,17.37,16.29
P012,2020-10-23,41.0,19.29,18.23,19.29
P012,2020-10-24,18.0,20.0,18.33,20.0
P012,2020-10-25,11.0,20.0,18.7,20.0
P012,2020-10-26,0.0,18.43,17.83,18.43
P012,2020-10-27,27.0,17.29,18.1,17.29
P012,2020-10-28,2.0,14.71,17.03,14.71
P012,2020-10-29,0.0,14.14,16.13,14.14
P012,2020-10-30,0.0,8.29,15.5,8.29
P012,2020-10-31,39.0,11.29,16.33,11.29
P012,2020-11-01,5.0,10.43,16.5,10.43
P012,2020-11-02,51.0,17.71,17.47,17.71
P012,2020-11-03,0.0,13.86,17.47,13.86
P012,2020-11-04,16.0,15.86,15.8,15.86
P012,2020-11-05,19.0,18.57,15.93,18.57
P012,2020-11-06,67.0,28.14,18.13,28.14
P012,2020-11-07,10.0,24.0,18.47,24.0
P012,2020-11-08,20.0,26.14,19.13,26.14
P012,2020-11-09,8.0,20.0,18.97,20.0
P012,2020-11-10,0.0,20.0,18.73,20.0
P012,2020-11-11,42.0,23.71,18.3,23.71
P012,2020-11-12,4.0,21.57,16.97,21.57
P012,2020-11-13,0.0,12.0,16.97,12.0
P012,2020-11-14,38.0,16.0,17.73,16.0
P012,2020-11-15,64.0,22.29,19.2,22.29
P012,2020-11-16,57.0,29.29,20.67,29.29
P012,2020-11-17,11.0,30.86,20.67,30.86
P012,2020-11-18,13.0,26.71,20.73,26.71
P012,2020-11-19,42.0,32.14,20.97,32.14
P012,2020-11-20,18.0,34.71,20.9,34.71
P012,2020-11-21,48.0,36.14,22.37,36.14
P012,2020-11-22,44.0,33.29,22.47,33.29
P012,2020-11-23,20.0,28.0,22.53,28.0
P012,2020-11-24,26.0,30.14,23.03,30.14
P012,2020-11-25,43.0,34.43,24.47,34.43
P012,2020-11-26,3.0,28.86,23.67,28.86
P012,2020-11-27,32.0,30.86,24.67,30.86
P012,2020-11-28,15.0,26.14,25.17,26.14
P012,2020-11-29,16.0,22.14,25.7,22.14
P012,2020-11-30,22.0,22.43,25.13,22.43
P012,2020-12-01,58.0,27.0,26.9,27.0
P012,2020-12-02,22.0,24.0,25.93,24.0
P012,2020-12-03,17.0,26.0,26.5,26.0
P012,2020-12-04,17.0,23.86,26.53,23.86
P012,2020-12-05,9.0,23.0,26.2,23.0
P012,2020-12-06,33.0,25.43,25.07,25.43
P012,2020-12-07,19.0,25.0,25.37,25.0
P012,2020-12-08,65.0,26.0,26.87,26.0
P012,2020-12-09,25.0,26.43,27.43,26.43
P012,2020-12-10,8.0,25.14,27.7,25.14
P012,2020-12-11,51.0,30.0,28.0,30.0
P012,2020-12-12,19.0,31.43,28.5,31.43
P012,2020-12-13,23.0,30.0,29.27,30.0
P012,2020-12-14,0.0,27.29,28.0,27.29
P012,2020-12-15,15.0,20.14,26.37,20.14
P012,2020-12-16,43.0,22.71,25.9,22.71
P012,2020-12-17,30.0,25.86,26.53,25.86
P012,2020-12-18,0.0,18.57,26.1,18.57
P012,2020-12-19,30.0,20.14,25.7,20.14
P012,2020-12-20,30.0,21.14,26.1,21.14
P012,2020-12-21,18.0,23.71,25.1,23.71
P012,2020-12-22,53.0,29.14,25.4,29.14
P012,2020-12-23,3.0,23.43,24.83,23.43
P012,2020-12-24,25.0,22.71,24.8,22.71
P012,2020-12-25,24.0,26.14,24.17,26.14
P012,2020-12-26,19.0,24.57,24.7,24.57
P012,2020-12-27,52.0,27.71,25.37,27.71
P012,2020-12-28,8.0,26.29,25.13,26.29
P012,2020-12-29,25.0,22.29,25.43,22.29
P012,2020-12-30,0.0,21.86,24.7,21.86
P012,2020-12-31,22.0,21.43,23.5,21.43
P012,2021-01-01,0.0,18.0,22.77,18.0
P012,2021-01-02,65.0,24.57,24.37,24.57
P012,2021-01-03,74.0,27.71,26.27,27.71
P012,2021-01-04,0.0,26.57,25.97,26.57
P012,2021-01-05,47.0,29.71,26.43,29.71
P012,2021-01-06,14.0,31.71,26.27,31.71
P012,2021-01-07,49.0,35.57,25.73,35.57
P012,2021-01-08,0.0,35.57,24.9,35.57
P012,2021-01-09,22.0,29.43,25.37,29.43
P012,2021-01-10,7.0,19.86,23.9,19.86
P012,2021-01-11,0.0,19.86,23.27,19.86
P012,2021-01-12,23.0,16.43,23.27,16.43
P012,2021-01-13,46.0,21.0,24.8,21.0
P012,2021-01-14,26.0,17.71,25.17,17.71
P012,2021-01-15,18.0,20.29,24.33,20.29
P012,2021-01-16,46.0,23.71,24.87,23.71
P012,2021-01-17,34.0,27.57,26.0,27.57
P012,2021-01-18,66.0,37.0,27.2,37.0
P012,2021-01-19,8.0,34.86,26.47,34.86
P012,2021-01-20,0.0,28.29,25.87,28.29
P012,2021-01-21,15.0,26.71,24.6,26.71
P012,2021-01-22,10.0,25.57,24.83,25.57
P012,2021-01-23,10.0,20.43,24.33,20.43
P012,2021-01-24,0.0,15.57,23.53,15.57
P012,2021-01-25,30.0,10.43,23.9,10.43
P012,2021-01-26,10.0,10.71,22.5,10.71
P012,2021-01-27,0.0,10.71,22.23,10.71
P012,2021-01-28,19.0,11.29,22.03,11.29
P012,2021-01-29,23.0,13.14,22.8,13.14
P012,2021-01-30,51.0,19.0,23.77,19.0
P012,2021-01-31,40.0,24.71,25.1,24.71
P012,2021-02-01,25.0,24.0,23.77,24.0
P012,2021-02-02,17.0,25.0,21.87,25.0
P012,2021-02-03,91.0,38.0,24.9,38.0
P012,2021-02-04,32.0,39.86,24.4,39.86
P012,2021-02-05,40.0,42.29,25.27,42.29
P012,2021-02-06,29.0,39.14,24.6,39.14
P012,2021-02-07,0.0,33.43,24.6,33.43
P012,2021-02-08,36.0,35.0,25.07,35.0
P012,2021-02-09,10.0,34.0,25.17,34.0
P012,2021-02-10,0.0,21.0,25.17,21.0
P012,2021-02-11,0.0,16.43,24.4,16.43
P012,2021-02-12,23.0,14.0,23.63,14.0
P012,2021-02-13,31.0,14.29,23.8,14.29
P012,2021-02-14,46.0,20.86,24.73,20.86
P012,2021-02-15,40.0,21.43,24.53,21.43
P012,2021-02-16,0.0,20.0,23.4,20.0
P012,2021-02-17,0.0,20.0,21.2,20.0
P012,2021-02-18,20.0,22.86,21.6,22.86
P012,2021-02-19,3.0,20.0,21.7,20.0
P012,2021-02-20,61.0,24.29,23.23,24.29
P012,2021-02-21,15.0,19.86,23.4,19.86
P012,2021-02-22,16.0,16.43,23.6,16.43
P012,2021-02-23,5.0,17.14,23.77,17.14
P012,2021-02-24,62.0,26.0,24.83,26.0
P012,2021-02-25,16.0,25.43,25.03,25.43
P012,2021-02-26,11.0,26.57,25.4,26.57
P012,2021-02-27,6.0,18.71,24.97,18.71
P012,2021-02-28,38.0,22.0,25.47,22.0
P012,2021-03-01,9.0,21.0,24.07,21.0
P012,2021-03-02,27.0,24.14,23.63,24.14
P012,2021-03-03,0.0,15.29,22.8,15.29
